date,cleaned_reviews
2 years ago,a feeling that transcends time and space take the subway floors underground how incredible worth experiencing
2 years ago,there are a lot of people at the bus changing point
6 years ago,clean and instant means of transportation if you go somewhere in kuala lumpur the mrt is clean and the stations are good
a year ago,the best  clean and the best service and very satisfying thq …
2 years ago,beautiful clean and organized the wide area is not narrow
4 years ago,busy as connecting station for mrt sungai buluh and lrt kelana jaya line
4 years ago,everything is easy except access to art market lrt is a bit far  …
6 months ago,front view of the car
3 years ago,if you want to visit kuala lumpur you can get off at this stop it is close to the chinatown tourist attractions in the city center
6 years ago,comfortable beautiful complete facilities
a year ago,the faucet head is very high how do you want to wash it
5 years ago,this station is near the central market and petaling street and connects with pasar seni lrt station
6 years ago,crowded but still comfortable for all age groups because it is clean and comfortable
2 years ago,the cleanliness of the art market mrt is very poor compared to the mrt in singapore
6 years ago,the creative art of the market a small number of business street artists are inspiration next to this mrt …
3 years ago,transit station connecting mrt kajang lrt putra heights ktm komuter lines
3 years ago,lrt pasar seni connects with mrt kelana jaya line or kjl
4 years ago,avoid this place in the morning except to go to work
3 years ago,i really like taking the mrt so its faster than usual
a year ago,spacious place lots of connections to tourist locations
3 months ago,one of the busiest stations
5 years ago,surau is very comfortable thank you for the excellent facility
5 years ago,modern clean and comfortable proud to be able to ride the mrt there
5 years ago,taraaa the best facilities  …
5 years ago,can see pnb from pasar seni lrt thankyou najib razak for the mrt
4 years ago,first class facilities but thats it dear thirdclass minded users
5 years ago,its not difficult many escalators deliver
4 years ago,transfers are easy and there are many attractions around
6 years ago,interchange station to lrt kelana jaya line interchange station to kelana jaya lrt
6 years ago,the non hour seven eleven is here office hours maybe
7 years ago,because the art market can change putra lrt to bangsar
4 years ago,everyone can keep their distance equally and keep it under control
4 years ago,link to lrt kelana jaya line and bus hub
7 years ago,you should definitely stop at alisa train stop and take a look at the surroundings worthwhile
a year ago,very convenient express pass for passengers
10 months ago,art market 🪻🪻 …
6 years ago,convenient to transfer from lrt to mrt much more convenient and closer than transferring at kl sentral
5 years ago,fast organized tidy and the best means of transportation ever
6 years ago,easy access interchain lrt sri petalingampang with mrt sg bulohkjg
2 years ago,pasar seni subway public transportation in kuala lumpur malaysia
6 years ago,nearest station to chinatown and central market
a year ago,so convenient easy to transfer
5 years ago,excellent station and connecting platform good proximity
2 years ago,a vital station in a vital place in the indian and chinese market
5 years ago,lots of shops and convenient station interchange
6 years ago,hello there are police easy to maneuver through
6 years ago,can change the path to lrt successfully
5 years ago,wow its the best transportation mrt in malaysia
3 years ago,just change the train here
11 months ago,clean and cool
4 years ago,a city transformation center that becomes a transport link
5 years ago,the mrt linked to bukit bintang and jalan alor
4 years ago,kuala lumpur city center train station bus station chinatown and ghost street are all here
2 years ago,too artistic to be lost hahah
3 years ago,clean and comfortable
5 years ago,its changed now its cleaner and looks much larger
5 years ago,interchange station to lrt kelana jaya
6 years ago,hub transportation to the nearest tourist spot
7 years ago,comfortable with a large station
7 years ago,great connection to kelana jaya line
5 years ago,suitable for use by the public
7 years ago,interchange station for mrt lrt ampang
10 months ago,awesome
5 years ago,in this place it is very easy to find transportation
5 years ago,public transport to art market
2 years ago,like and clean
3 years ago,nice but dizzy
4 years ago,working on a hand phone
6 years ago,express transportation service in koala
3 years ago,mrt sungai buluh
5 years ago,best
